GPS_Lat,GPS_Lon,Pressvalve_Left,Pressvalve_Right,GSR,Point Number
51.51814807,0.003257076,165,251,290,696
51.51815107,0.003280599,88,560,291,697
51.51818003,0.003276672,729,147,295,698
51.51817636,0.003247724,479,455,295,699
51.51819124,0.003250492,415,401,294,700
51.51819657,0.003297369,571,419,294,701
51.51820744,0.003291677,653,149,295,702
51.51823055,0.003261108,468,498,294,703
51.5182441,0.003243961,505,570,293,704
51.51825824,0.003269718,202,119,294,705
51.51826887,0.003254095,187,607,295,706
51.51828162,0.003278261,498,458,293,707
51.5182815,0.003291121,259,204,293,708
51.51829475,0.003248053,567,231,291,709
51.51829992,0.003259466,2,461,293,710
51.51831164,0.003274412,416,446,293,711
51.51832929,0.003280686,372,478,291,712
51.51833815,0.003261322,157,359,289,713
51.51835287,0.003265794,257,442,287,714
51.51836512,0.003279614,367,713,302,715
51.51836425,0.003233859,357,236,286,716
51.51837706,0.003246303,524,293,287,717
51.5183908,0.003255881,731,559,305,718
51.5183983,0.003246489,539,409,287,719
51.51841419,0.003240615,571,28,285,720
51.5184221,0.003253151,343,376,286,721
51.5184318,0.003271444,210,131,287,722
51.51844095,0.003252428,716,208,298,723
51.51846391,0.003228206,472,295,288,724
51.518481,0.003267653,594,310,288,725
51.51848909,0.003250035,377,517,287,726
51.51849465,0.003272301,161,186,289,727
51.51850482,0.003227128,350,128,289,728
51.5185184,0.003269932,321,171,290,729
51.51852744,0.003250784,77,501,288,730
51.51854293,0.003242992,353,242,289,731
51.51854829,0.00323916,435,229,289,732
51.51856168,0.003249931,454,294,287,733
51.51857304,0.003234285,524,546,287,734
51.5185855,0.003241911,99,397,289,735
51.51859865,0.003253408,440,291,291,736
51.51860893,0.003233121,87,576,289,737
51.51862327,0.003230708,128,276,288,738
51.51863694,0.003273437,258,114,288,739
51.51864401,0.00327591,569,170,290,740
51.51864798,0.003231948,213,36,292,741
51.51866011,0.003245471,19,343,293,742
51.51867238,0.003231677,170,122,291,743
51.51869058,0.003242181,305,173,290,744
51.51869971,0.003223145,516,59,292,745
51.51870968,0.003240436,198,262,293,746
51.51871171,0.003264224,578,552,291,747
51.5187239,0.003250263,593,675,291,748
51.51873698,0.003261975,420,85,289,749
51.51874904,0.003251199,30,444,291,750
51.51876346,0.003235348,160,309,291,751
51.51877043,0.003256599,515,174,290,752
51.51878394,0.003213733,253,299,289,753
51.51879271,0.003252579,204,142,287,754
51.5188022,0.003253355,514,221,286,755
51.51882813,0.003237024,644,111,287,756
51.51884007,0.003251528,527,276,285,757
51.51885223,0.003242739,236,148,284,758
51.51884668,0.003214685,573,238,286,759
51.51885813,0.003230169,86,296,287,760
51.51887299,0.003233181,52,266,289,761
51.51888212,0.003242488,223,307,287,762
51.51887767,0.003259591,0,531,288,763
51.5188872,0.003268797,390,123,289,764
51.51887918,0.00326855,339,185,288,765
51.51888967,0.003262208,522,117,290,766
51.51889603,0.003240471,578,486,290,767
51.51890666,0.003238764,195,426,288,768
51.5189045,0.003282976,81,110,290,769
51.5189069,0.003263988,471,292,290,770
51.51890806,0.003260746,49,389,291,771
51.51891421,0.003279389,253,81,292,772
51.51892347,0.003298256,625,259,291,773
51.51892965,0.003262436,137,710,307,774
51.51893581,0.003309434,144,385,289,775
51.51893774,0.003285622,22,84,288,776
51.51893446,0.00330349,204,243,290,777
51.51893341,0.003278628,212,154,288,778
51.51893755,0.003275596,102,529,290,779
51.51894036,0.003299183,56,598,291,780
51.51896183,0.003301245,236,519,291,781
51.51896622,0.003294652,389,266,293,782
51.51896957,0.003292599,540,136,293,783
51.51896664,0.003292366,430,352,293,784
51.51896817,0.003316253,247,454,293,785
51.51897381,0.003307727,277,205,294,786
51.51897193,0.003331549,115,212,294,787
51.51898216,0.003342107,672,187,292,788
51.51899297,0.003357222,274,116,293,789
51.51899345,0.003351027,279,384,292,790
51.5189867,0.003342325,250,181,290,791
51.51900009,0.003353098,595,187,291,792
51.51899797,0.003368062,111,258,292,793
51.51901178,0.003358779,212,191,292,794
51.5190168,0.00337513,308,445,290,795
51.5190196,0.003327877,329,484,290,796
51.51901436,0.003350371,205,581,292,797
51.51902422,0.003364183,616,421,294,798
51.51903829,0.00336795,178,222,293,799
51.51904284,0.003358436,363,349,291,800
51.51904162,0.003385867,148,140,293,801
51.51903764,0.003351037,213,84,291,802
51.51903814,0.003368346,465,160,290,803
51.51904044,0.003386763,272,291,291,804
51.51905501,0.003381188,143,348,292,805
51.51906688,0.003390932,295,178,291,806
51.51905429,0.003374943,164,526,291,807
51.51906923,0.00337667,167,183,293,808
51.51907622,0.003384064,156,144,294,809
51.51906669,0.003412678,182,110,295,810
51.51908282,0.003428788,372,137,294,811
51.5190777,0.003413225,390,150,294,812
51.5190808,0.003438416,182,262,293,813
51.51909729,0.003432658,272,597,294,814
51.51910348,0.003433081,163,537,294,815
51.51910193,0.003420829,265,729,310,816
51.51911216,0.003403287,176,574,294,817
51.51911322,0.003427238,441,505,293,818
51.51911018,0.003432749,341,114,295,819
51.51911413,0.003451194,122,104,293,820
51.5191115,0.003426558,439,366,294,821
51.51912298,0.003411988,567,617,295,822
51.51912372,0.00343597,102,232,294,823
51.51913331,0.003450809,499,290,294,824
51.51913897,0.003464924,211,319,292,825
51.5191405,0.00344104,732,581,301,826
51.51914012,0.003448056,93,500,294,827
51.51914288,0.003441129,341,217,293,828
51.51914955,0.003462625,181,193,291,829
51.51914868,0.003485625,367,478,290,830
51.51915376,0.003470665,186,155,292,831
51.51916593,0.003473299,533,429,294,832
51.51915367,0.003517123,87,250,292,833
51.51916528,0.003501941,164,157,290,834
51.51916766,0.003525646,269,412,288,835
51.51916061,0.003514589,173,626,288,836
51.51915843,0.003538346,96,29,290,837
51.51916599,0.003574636,113,239,289,838
51.51917679,0.003536585,223,531,288,839
51.5191667,0.003581801,235,237,286,840
51.51917423,0.003581539,540,172,286,841
51.51917499,0.003600505,666,210,288,842
51.51917384,0.003588543,520,633,288,843
51.51917788,0.003592855,197,67,287,844
51.519182,0.003616975,94,664,287,845
51.51917401,0.003634212,114,262,289,846
51.51918055,0.003644298,187,233,289,847
51.51917648,0.003662698,145,218,287,848
51.51918571,0.003684758,632,32,285,849
51.5191746,0.003695796,160,135,285,850
51.51918933,0.003669448,421,131,287,851
51.51918538,0.003717053,172,241,285,852
51.51918704,0.003698355,157,94,285,853
51.51919298,0.003690617,266,403,287,854
51.51919862,0.003710768,130,411,289,855
51.51919281,0.003754005,163,59,288,856
51.51918543,0.003735252,126,261,289,857
51.51918615,0.003759235,123,304,287,858
51.5191926,0.003776336,320,75,285,859
51.51919032,0.003794816,305,549,285,860
51.5191957,0.003809812,239,620,284,861
51.51919603,0.003793947,172,126,285,862
51.51919714,0.003817892,249,289,286,863
51.51919597,0.003831472,680,513,287,864
51.51919682,0.003851547,632,104,289,865
51.51921462,0.003812934,177,178,291,866
51.519203,0.003828081,453,132,290,867
51.51920653,0.003875769,108,538,288,868
51.51921417,0.003888146,132,147,286,869
51.51920942,0.003896345,469,701,298,870
51.51921052,0.003893953,468,467,288,871
51.51921496,0.003871708,4,523,289,872
51.51921761,0.003895339,564,22,291,873
51.51921771,0.003900451,82,336,290,874
51.51921682,0.00392442,81,287,292,875
51.51922322,0.003946129,512,88,293,876
51.51923007,0.003967489,572,376,294,877
51.51921704,0.003957562,120,598,292,878
51.51923525,0.003952444,186,206,294,879
51.51923375,0.003976334,96,602,295,880
51.51922572,0.003967067,233,83,294,881
51.5192333,0.003976935,88,581,295,882
51.51922913,0.004,151,137,294,883
51.51922722,0.004023815,65,257,292,884
51.5192365,0.004042666,222,503,292,885
51.51923097,0.004024526,67,151,292,886
51.51922995,0.004048481,32,453,290,887
51.51924704,0.004081632,198,373,291,888
51.51924361,0.004092558,460,158,291,889
51.51924356,0.004088044,99,249,293,890
51.51924763,0.004077638,208,101,294,891
51.51924006,0.004084147,111,424,295,892
51.51923807,0.00411498,731,345,300,893
51.5192524,0.004121955,19,141,294,894
51.51924572,0.004111878,153,199,295,895
51.51924496,0.004135859,195,565,293,896
51.51926098,0.004176446,650,209,293,897
51.51925029,0.004192627,215,269,291,898
51.51925309,0.004187293,320,131,290,899
51.51924962,0.004177274,294,505,292,900
51.51926234,0.004150627,550,445,293,901
51.51926997,0.004163609,167,76,295,902
51.51925836,0.004148438,424,31,295,903
51.51927148,0.00415286,274,385,295,904
51.5192737,0.004175099,127,52,293,905
51.51926809,0.004197607,578,472,295,906
51.51926452,0.004174289,205,171,293,907
51.51926482,0.004156819,223,13,291,908
51.519268,0.004175341,528,541,293,909
51.51927176,0.004175053,213,187,295,910
51.51926483,0.00418598,270,132,293,911
51.51926842,0.00417427,237,149,295,912
51.51928255,0.004160096,319,132,293,913
51.51927662,0.004182153,642,168,295,914
51.51927759,0.004199674,546,747,297,915
51.51927416,0.004193723,749,479,306,916
51.51928692,0.00417273,629,710,300,917
51.51928466,0.004159637,290,114,294,918
51.51928562,0.004148532,23,210,293,919
51.51928987,0.004192284,275,283,295,920
51.51928659,0.004171038,500,79,295,921
51.51928,0.004171392,22,84,295,922
51.51928387,0.004168907,374,568,295,923
51.51928681,0.004171277,70,27,294,924
51.51928589,0.004176697,183,307,294,925
51.51929611,0.004175416,268,306,292,926
51.51929126,0.004187875,363,742,308,927
51.51929251,0.004165721,207,89,288,928
51.51930318,0.004167779,201,333,287,929
51.51930344,0.004191787,186,195,289,930
51.51930365,0.004167777,218,189,288,931
51.51929988,0.004146492,178,538,289,932
51.51930473,0.004169211,540,217,291,933
51.51930006,0.004163619,4,74,289,934
51.51930226,0.004162407,162,187,288,935
51.51929925,0.004178938,627,726,307,936
51.51930895,0.00419619,82,62,289,937
51.51929957,0.004171545,264,129,287,938
51.51931119,0.004186695,499,659,287,939
51.51931031,0.004162725,118,394,288,940
51.51930958,0.004192954,144,186,288,941
51.51931041,0.004191297,161,18,290,942
51.51931661,0.004169438,364,200,290,943
51.51932627,0.004166656,150,338,292,944
51.51931177,0.004172674,555,87,294,945
51.51931576,0.004160121,541,624,294,946
51.51932677,0.004195526,394,545,292,947
51.51932726,0.004200362,460,211,290,948
51.51932883,0.004176482,197,441,289,949
51.51933263,0.004165271,481,390,289,950
51.5193354,0.004162153,594,519,287,951
51.51933189,0.004165995,22,177,289,952
51.51932069,0.004171604,657,569,289,953
51.5193353,0.004166302,173,367,289,954
51.51933023,0.004198922,179,177,287,955
51.51934262,0.004179443,524,213,289,956
51.51933498,0.004179873,189,126,289,957
51.51933927,0.004202877,327,336,291,958
51.51934545,0.004210282,634,233,293,959
51.51934858,0.004162521,134,222,293,960
51.51934185,0.00418016,151,555,294,961
51.51933911,0.004188827,444,212,293,962
51.51935046,0.004204512,233,96,295,963
51.5193496,0.004184861,718,200,303,964
51.51935165,0.004208647,288,252,293,965
51.51935471,0.00421393,628,216,295,966
51.51933955,0.004181122,31,273,293,967
51.51935462,0.0041876,568,453,292,968
51.5193595,0.004211895,266,303,293,969
51.51936493,0.004189514,158,189,293,970
51.51937018,0.004210299,136,276,294,971
51.51937569,0.004192205,54,162,294,972
51.51938374,0.004171952,337,278,295,973
51.51937652,0.004191346,277,301,295,974
51.51938943,0.00420534,185,493,295,975
51.51938666,0.004189581,552,329,294,976
51.51939692,0.004196394,3,116,292,977
51.51941097,0.004188075,26,125,294,978
51.51941788,0.004183908,263,524,292,979
51.51940859,0.004147244,281,321,293,980
51.51943146,0.004154375,213,238,292,981
51.51943401,0.004180064,149,373,292,982
51.5194386,0.004190423,532,196,290,983
51.51943803,0.004166429,503,266,291,984
51.51943599,0.004180042,319,268,293,985
51.5194441,0.004172024,184,609,295,986
51.51945339,0.004153184,511,203,293,987
51.51945092,0.004176868,643,198,292,988
51.51945435,0.004153494,4,209,291,989
51.51947219,0.00416737,42,188,291,990
51.51947096,0.004184825,624,322,290,991
51.51947625,0.004182426,112,218,288,992
51.51949026,0.004176406,389,130,289,993
51.5194932,0.004164194,331,295,287,994
51.5195047,0.004170504,358,526,285,995
51.51949965,0.004147895,225,141,286,996
51.51951163,0.004162317,239,85,284,997
51.51951577,0.004133019,190,435,286,998
51.51951042,0.004180272,425,361,285,999
51.51951732,0.004143382,169,303,285,1000
51.51952023,0.004155356,258,311,286,1001
51.5195383,0.004156169,119,218,285,1002
51.51954746,0.00415135,251,601,283,1003
51.51953578,0.004154723,293,234,284,1004
51.51954049,0.004175144,393,210,284,1005
51.51955918,0.004137616,161,301,285,1006
51.5195676,0.004147487,146,43,286,1007
51.51955965,0.004133052,142,192,285,1008
51.51956383,0.004118787,381,3,283,1009
51.51957301,0.004146549,40,115,281,1010
51.51958066,0.004157342,359,486,281,1011
51.5195949,0.004150158,182,453,279,1012
51.5195815,0.004146417,192,250,278,1013
51.5195864,0.004130153,170,216,276,1014
51.51960469,0.004159855,444,192,276,1015
51.51960597,0.00412234,210,593,278,1016
51.51961834,0.004108804,580,146,276,1017
51.51961584,0.004122812,177,266,276,1018
51.51962584,0.004133411,85,116,278,1019
51.51962109,0.004115818,687,233,280,1020
51.51963455,0.004134195,123,527,280,1021
51.51963364,0.004141119,142,498,279,1022
51.51964974,0.004101981,521,234,278,1023
51.5196467,0.004149756,216,142,278,1024
51.51965282,0.004128643,83,534,278,1025
51.51965469,0.004152466,628,238,279,1026
51.51967319,0.004126021,120,165,277,1027
51.51966971,0.004128494,159,550,277,1028
51.51968179,0.004114301,247,196,278,1029
51.51967742,0.004111413,110,231,277,1030
51.51969087,0.004100826,417,303,277,1031
51.51968677,0.004123921,209,349,279,1032
51.51968818,0.004108206,216,203,279,1033
51.5196933,0.004095599,558,620,278,1034
51.51969971,0.0041173,222,158,280,1035
51.51971148,0.004132143,115,303,280,1036
51.51971315,0.004131136,108,523,282,1037
51.51972977,0.004129878,557,247,284,1038
51.51972107,0.004111538,236,264,285,1039
51.51973983,0.004124486,124,652,286,1040
51.51973296,0.004098808,125,414,288,1041
51.51973711,0.004090352,207,282,290,1042
51.51975119,0.004098522,534,220,289,1043
51.51975813,0.004138055,695,123,287,1044
51.51977152,0.004126468,515,368,287,1045
51.51976662,0.00407909,85,231,286,1046
51.51978113,0.004121105,573,362,286,1047
51.51978286,0.004133807,131,398,287,1048
51.51978443,0.004130394,280,67,286,1049
51.5198025,0.004116117,106,397,287,1050
51.51979263,0.004131103,187,54,285,1051
51.5197997,0.004122365,655,128,284,1052
51.51981211,0.00407865,295,534,286,1053
51.51980743,0.004118388,134,597,288,1054
51.51981472,0.00410933,86,281,289,1055
51.51982859,0.004080535,58,215,287,1056
51.5198331,0.004081063,578,253,285,1057
51.51983827,0.004103599,365,264,285,1058
51.51984998,0.004094079,578,670,284,1059
51.51985018,0.004118089,117,425,284,1060
51.51985535,0.004095553,145,555,284,1061
51.51986117,0.004076218,667,619,283,1062
51.51986462,0.004094912,93,148,283,1063
51.51987929,0.004090083,579,166,282,1064
51.51987822,0.004059972,7,384,280,1065
51.51988036,0.004107873,546,343,279,1066
51.51989651,0.00406742,175,291,278,1067
51.51990653,0.004112679,462,176,276,1068
51.51990658,0.004105561,181,360,276,1069
51.51991204,0.0040832,527,272,275,1070
51.5199135,0.004097564,717,259,310,1071
51.51992989,0.00405737,118,219,277,1072
51.51993033,0.004083657,255,44,277,1073
51.51993306,0.004098231,170,585,277,1074
51.51994371,0.004090246,200,164,275,1075
51.51993793,0.00409681,30,129,275,1076
51.51994392,0.0040748,150,254,275,1077
51.51995755,0.004064819,188,299,277,1078
51.51997083,0.004075925,282,183,278,1079
51.51997764,0.004069174,317,27,278,1080
51.51996696,0.004048511,334,362,277,1081
51.51997388,0.004069806,39,575,275,1082
51.51997957,0.004048732,717,97,305,1083
51.51998435,0.004071489,213,215,276,1084
51.51999657,0.004078833,274,119,277,1085
51.52001132,0.004081828,312,107,279,1086
51.52001707,0.004096736,592,576,278,1087
51.52002568,0.00409267,156,86,280,1088
51.52002155,0.004069586,354,251,281,1089
51.5200213,0.00408595,61,538,283,1090
51.52003561,0.004078849,202,748,308,1091
51.5200408,0.004058734,103,739,300,1092
51.52004029,0.004082732,629,104,286,1093
51.52006132,0.0040549,412,380,284,1094
51.52006817,0.004079716,561,122,282,1095
51.5200558,0.004044986,605,98,283,1096
51.52006223,0.004034093,337,397,281,1097
51.52007614,0.004055162,562,541,283,1098
51.52007441,0.004061807,213,276,281,1099
51.5200868,0.004078464,122,96,282,1100
51.52009414,0.00405754,148,259,284,1101
51.52010454,0.004084102,256,248,282,1102
51.5201009,0.004040503,166,302,281,1103
51.52011156,0.004046036,165,260,279,1104
51.52012382,0.00405495,340,395,277,1105
51.52012389,0.004026507,324,93,278,1106
51.52012991,0.004028236,75,247,279,1107
51.52012728,0.004051875,225,386,278,1108
51.52012606,0.004052467,711,111,300,1109
51.5201361,0.004034648,233,735,302,1110
51.52014717,0.004029358,497,212,275,1111
51.52015571,0.004023034,242,437,276,1112
51.52014527,0.004038087,272,279,278,1113
51.52015045,0.004046192,267,111,276,1114
51.52016007,0.004042891,749,26,310,1115
51.5201631,0.004027276,290,220,275,1116
51.52017729,0.004019758,524,178,277,1117
51.5201834,0.003977298,433,588,275,1118
51.52017998,0.004000676,92,479,275,1119
51.52017639,0.004008139,107,437,277,1120
51.5201859,0.003989591,559,421,276,1121
51.52019991,0.003981106,598,128,275,1122
51.52019918,0.003991716,485,132,277,1123
51.5202007,0.003983163,305,513,276,1124
51.52021044,0.003964923,91,225,277,1125
51.52021647,0.003986565,275,181,276,1126
51.52021774,0.004000866,381,39,276,1127
51.52022319,0.003978499,149,417,278,1128
51.52022325,0.003947668,141,177,277,1129
51.52022442,0.003952341,351,335,278,1130
51.52023925,0.00394902,176,156,278,1131
51.52023491,0.003934373,398,271,276,1132
51.52023818,0.0039311,735,191,295,1133
51.52025003,0.003965338,282,438,277,1134
51.52025735,0.003966779,85,112,277,1135
51.52025444,0.003943651,384,536,275,1136
51.52026176,0.003940085,175,476,276,1137
51.52026554,0.003935518,396,253,276,1138
51.52027626,0.003931178,267,252,275,1139
51.52028736,0.003932314,118,599,276,1140
51.52027324,0.003948897,629,287,276,1141
51.5202816,0.003928976,532,252,278,1142
51.52028466,0.00390547,32,456,279,1143
51.52029955,0.003887388,699,117,277,1144
51.52030282,0.003886677,559,296,279,1145
51.52030583,0.003879167,215,125,279,1146
51.52030122,0.003920067,36,203,280,1147
51.52031478,0.003909848,638,154,281,1148
51.52032492,0.003892169,630,71,280,1149
51.52033076,0.003871744,960,769,309,1150
51.52031959,0.003870017,909,84,312,1151
51.52034181,0.003894196,593,23,283,1152
51.52033124,0.003877186,753,125,302,1153
51.52033487,0.003900482,40,113,285,1154
51.52035219,0.003861297,638,58,284,1155
51.52035135,0.003854133,192,372,286,1156
51.52036296,0.0038579,155,59,286,1157
51.52035374,0.003855305,249,524,288,1158
51.52036465,0.003853004,954,185,318,1159
51.52037092,0.003857426,109,128,284,1160
51.52037062,0.003823344,152,43,286,1161
51.52038358,0.003835399,66,246,288,1162
51.52038122,0.003857644,170,879,299,1163
51.52038344,0.003833898,722,119,303,1164
51.52038879,0.003837115,761,113,297,1165
51.5203889,0.00385102,240,178,287,1166
51.52039485,0.00382898,246,164,286,1167
51.52041035,0.003842859,58,66,285,1168
51.52040869,0.003804927,776,836,303,1169
51.52042216,0.003794433,38,4,282,1170
51.52042133,0.003822461,16,185,284,1171
51.52042981,0.003799014,140,146,284,1172
51.52043575,0.003820114,785,529,302,1173
51.52042919,0.003795295,173,209,284,1174
51.52043692,0.003789769,163,227,282,1175
51.52044972,0.003777285,11,230,283,1176
51.52044743,0.003793586,147,237,285,1177
51.52045776,0.003827745,121,353,286,1178
51.5204522,0.003808259,42,705,302,1179
51.52046595,0.003817775,200,244,287,1180
51.52047575,0.003778999,206,153,289,1181
51.52047536,0.003803003,39,355,289,1182
51.52048812,0.00379868,105,219,287,1183
51.52048874,0.003798323,164,108,286,1184
51.52048575,0.003774793,178,52,286,1185
51.52049072,0.00376522,688,202,287,1186
51.52050133,0.003810132,743,120,309,1187
51.52050073,0.003809565,71,128,287,1188
51.52050269,0.003813282,213,56,286,1189
51.52052236,0.00391932,601,529,288,1190
51.52050904,0.003755036,161,747,302,1191
51.52053417,0.003934493,126,214,286,1192
51.52053535,0.003945873,159,340,284,1193
51.52054007,0.003943976,609,26,284,1194
51.52053889,0.003943976,224,615,284,1195
51.52058137,0.003934493,357,182,283,1196
51.520606,0.003922777,135,32,283,1197
51.52060433,0.003908025,226,169,285,1198
51.52061101,0.003937529,44,20,287,1199
51.52062394,0.00393887,879,236,311,1200
51.52064522,0.003933506,64,127,287,1201
51.52066316,0.003919424,768,14,297,1202
51.52068444,0.003916072,34,10,288,1203
51.52069278,0.00391473,130,188,290,1204
51.52069904,0.003902661,212,227,289,1205
51.52071031,0.003908025,202,119,289,1206
51.5207295,0.003912048,219,66,290,1207
51.52074692,0.003886539,236,21,289,1208
51.52069027,0.003864728,43,68,291,1209
51.52061105,0.003770237,66,16,293,1210
51.52061707,0.003734585,555,170,293,1211
51.52062364,0.003752179,507,68,295,1212
51.52063369,0.003740468,751,115,308,1213
51.5206266,0.003726516,245,665,295,1214
51.5206342,0.003747206,49,49,294,1215
51.52062982,0.00373326,156,153,292,1216
51.52064467,0.003736376,945,165,324,1217
51.52064755,0.003753402,23,826,326,1218
51.52065689,0.003734629,41,49,294,1219
51.52066641,0.003738699,126,79,292,1220
51.52065647,0.003738152,25,10,292,1221
51.52067044,0.003746835,78,154,294,1222
51.52067545,0.003745785,29,10,293,1223
51.5206743,0.00373817,959,192,300,1224
51.52068404,0.00371448,69,172,290,1225
51.52068993,0.003717802,234,168,288,1226
51.52069226,0.003741524,171,228,286,1227
51.52069241,0.003746835,891,39,315,1228
51.52069921,0.003749074,28,718,304,1229
51.52071067,0.003754541,726,63,307,1230
51.52070662,0.003721858,85,653,286,1231
51.52071012,0.003708508,523,165,286,1232
51.5207148,0.003731321,10,80,284,1233
51.52073561,0.003704146,39,132,285,1234
51.52073845,0.003727723,118,26,286,1235
51.520734,0.003741962,97,216,286,1236
51.52073307,0.003750623,650,24,286,1237
51.52073805,0.003703266,108,541,286,1238
51.52074303,0.003747061,129,79,284,1239
51.52076063,0.00370819,212,21,284,1240
51.52076434,0.00370993,601,19,282,1241
51.52075921,0.003739799,34,798,301,1242
51.5207727,0.003698935,242,11,280,1243
51.52077681,0.003651364,3,164,282,1244
51.52077167,0.003647748,262,7,284,1245
51.52077751,0.003625641,261,156,283,1246
51.52078269,0.00357834,170,148,284,1247
51.52079564,0.00353503,130,257,285,1248
51.52080307,0.003513238,155,246,285,1249
51.52080544,0.003503608,145,517,283,1250
51.52080391,0.003479721,211,103,283,1251
51.52080818,0.003456704,494,494,281,1252
51.52081779,0.00341122,450,288,282,1253
51.52081921,0.003382623,245,229,281,1254
51.52082045,0.003334639,452,114,280,1255
51.52082775,0.003314856,100,264,279,1256
51.52083878,0.003270201,403,209,279,1257
51.52083813,0.00325915,223,472,277,1258
51.52084391,0.003226288,117,184,276,1259
51.52084934,0.00320391,130,14,278,1260
51.52085009,0.003179928,158,88,277,1261
51.52085875,0.003133954,289,294,275,1262
51.52086191,0.003110482,102,330,275,1263
51.52086673,0.00306308,218,232,276,1264
51.5208762,0.003017523,104,520,277,1265
51.52087808,0.003003494,355,80,279,1266
51.52088212,0.002993822,134,124,281,1267
51.52089203,0.002948498,130,431,282,1268
51.52089412,0.002924721,128,358,280,1269
51.52089447,0.002876699,564,479,282,1270
51.52091137,0.002837049,165,173,282,1271
51.52090264,0.002799597,261,96,282,1272
51.5209225,0.002779384,121,225,280,1273
51.52091824,0.002737405,226,340,281,1274
51.52092237,0.002701427,456,81,279,1275
51.52093322,0.002688542,649,262,281,1276
51.52093485,0.002665816,298,293,279,1277
51.52094296,0.002619586,150,10,280,1278
51.52094921,0.002620125,222,527,282,1279
51.52095841,0.002575507,138,301,283,1280
51.52094969,0.002566325,343,503,282,1281
51.52096717,0.002527323,730,153,305,1282
51.5209716,0.002504386,550,584,285,1283
51.52096567,0.002457312,420,522,285,1284
51.52097178,0.002435386,262,328,287,1285
51.52097162,0.002411375,66,101,288,1286
51.52098045,0.002365483,153,259,286,1287
51.52099791,0.002329921,38,193,288,1288
51.52099477,0.002297012,187,426,288,1289
51.52099927,0.002259553,336,208,288,1290
51.52100695,0.002257964,154,172,288,1291
51.52100589,0.002234012,89,109,286,1292
51.52101403,0.00221385,507,85,288,1293
51.52101472,0.002189863,167,541,290,1294
51.5210162,0.002141897,220,399,291,1295
51.52103333,0.002105261,591,299,290,1296
51.52103933,0.002058208,80,334,288,1297
51.52103845,0.002034237,552,140,286,1298
51.52103728,0.001986249,194,20,285,1299
51.52105548,0.001964179,267,203,285,1300
51.52105589,0.001940175,219,120,284,1301
51.52106111,0.001917672,242,19,284,1302
51.52106864,0.001871186,527,561,283,1303
51.5210744,0.001849019,501,370,282,1304
51.52106273,0.001842443,289,410,283,1305
51.52107189,0.001796722,449,83,281,1306
51.52108057,0.001777144,87,121,280,1307
51.52109095,0.001732098,557,143,282,1308
51.52108685,0.001684527,272,47,284,1309
51.52108993,0.001674443,607,111,286,1310
51.52110015,0.0016293,399,85,286,1311
51.52110068,0.001581283,156,449,286,1312
51.52111326,0.001537696,565,528,285,1313
51.52111658,0.001514281,222,67,283,1314
51.52111849,0.001472972,150,698,283,1315
51.52113529,0.001433399,237,221,282,1316
51.52113642,0.001409455,67,125,280,1317
51.52113935,0.00136166,297,305,280,1318
51.52108705,0.001352285,808,751,305,1319
51.52109372,0.001328145,870,794,297,1320
51.52108496,0.001311381,630,888,316,1321
51.52109122,0.001274501,799,760,309,1322
51.52109581,0.001242314,826,600,330,1323
51.52110248,0.001216833,611,656,276,1324
51.52110958,0.001173918,820,852,317,1325
51.521115,0.001197387,695,854,305,1326
51.52114004,0.00113972,602,634,277,1327
51.52113419,0.001059924,760,798,301,1328
51.52119652,0.000968425,263,359,278,1329
51.52120363,0.000947289,699,733,304,1330
51.52120733,0.000899633,356,196,280,1331
51.52121395,0.000852795,69,353,280,1332
51.52122602,0.000808841,40,372,280,1333
51.52123759,0.000764535,165,224,280,1334
51.52123888,0.000740613,30,215,280,1335
51.52124564,0.000693827,264,154,279,1336
51.52124743,0.000669986,180,89,278,1337
51.52125254,0.000647416,295,308,277,1338
51.52125972,0.000600789,156,133,275,1339
51.52126575,0.000553746,12,131,275,1340
51.52127173,0.000506687,133,384,277,1341
51.52128033,0.000460683,493,267,277,1342
51.52128276,0.000436989,221,391,279,1343
51.52128758,0.00038959,191,340,281,1344
51.52129476,0.000342964,721,162,305,1345
51.5212998,0.00032035,696,181,284,1346
51.52130369,0.000272732,354,122,284,1347
51.52130693,0.000249286,161,716,305,1348
51.52130995,0.000225768,448,80,282,1349
51.52131758,0.000179327,387,494,282,1350
51.52132042,0.00015575,152,149,283,1351
51.52132699,0.000108891,156,728,303,1352
51.52133538,6.28E-05,378,465,283,1353
51.52134049,1.55E-05,244,54,283,1354
51.52134822,-3.09E-05,126,153,281,1355
51.52135476,-7.78E-05,18,21,281,1356
51.52135931,-0.000100676,247,123,279,1357
51.5213643,-0.00012332,566,117,281,1358
51.52136909,-0.000170726,180,325,282,1359
51.52137336,-0.000193742,727,171,302,1360
51.52137874,-0.000216153,191,152,279,1361
51.52138264,-0.000239339,116,144,279,1362
51.52138815,-0.000286543,289,252,279,1363
51.5213955,-0.000333104,194,178,281,1364
51.52140116,-0.000380263,515,260,279,1365
51.52140497,-0.000403485,242,110,278,1366
51.5214096,-0.000426326,229,655,278,1367
51.52141674,-0.000472963,541,292,276,1368
51.52142417,-0.000519489,480,103,275,1369
51.52143081,-0.000566321,225,159,276,1370
51.52143476,-0.000589483,357,274,277,1371
51.52144016,-0.000636722,86,74,279,1372
51.52144483,-0.000659539,279,245,280,1373
